 0 1
0 000 419
1 001 416
2 002 433
3 003 430
4 004 433
5 010 431
6 011 438
7 012 433
8 013 433
9 014 432
10 020 442
11 021 435
12 022 450
13 023 437
14 024 437
15 100 446
16 101 440
17 102 450
18 103 453
19 104 438
20 110 425
21 111 433
22 112 422
23 113 420
24 114 428
25 120 427
26 121 432
27 122 423
28 123 426
29 124 425
30 200 420
31 201 420
32 202 427
33 203 428
34 204 428
35 210 426
36 211 429
37 212 428
38 213 433
39 214 436
40 220 437
41 221 439
42 222 438
43 223 440
44 224 433
