 0 1
0 000 211
1 001 212
2 002 203
3 003 205
4 004 211
5 010 203
6 011 213
7 012 210
8 013 210
9 014 206
10 020 211
11 021 210
12 022 211
13 023 207
14 024 210
15 100 206
16 101 213
17 102 208
18 103 207
19 104 207
20 110 207
21 111 203
22 112 203
23 113 219
24 114 217
25 120 215
26 121 215
27 122 218
28 123 216
29 124 220
30 200 220
31 201 221
32 202 213
33 203 218
34 204 221
35 210 216
36 211 216
37 212 217
38 213 219
39 214 215
40 220 224
41 221 223
42 222 203
43 223 221
44 224 267
