 0 1
0 000 186
1 001 182
2 002 186
3 003 192
4 004 194
5 010 190
6 011 191
7 012 195
8 013 193
9 014 191
10 020 194
11 021 189
12 022 187
13 023 186
14 024 185
15 100 187
16 101 186
17 102 185
18 103 185
19 104 185
20 110 185
21 111 187
22 112 185
23 113 187
24 114 186
25 120 186
26 121 186
27 122 185
28 123 186
29 124 185
30 200 190
31 201 187
32 202 187
33 203 187
34 204 187
35 210 191
36 211 187
37 212 187
38 213 187
39 214 188
40 220 197
41 221 189
42 222 191
43 223 190
44 224 188
