 0 1
0 000 548
1 001 543
2 002 557
3 003 545
4 004 554
5 010 544
6 011 538
7 012 534
8 013 543
9 014 538
10 020 530
11 021 541
12 022 541
13 023 539
14 024 546
15 100 557
16 101 536
17 102 546
18 103 536
19 104 543
20 110 557
21 111 549
22 112 554
23 113 554
24 114 553
25 120 545
26 121 549
27 122 546
28 123 535
29 124 544
30 200 554
31 201 549
32 202 545
33 203 552
34 204 550
35 210 545
36 211 539
37 212 545
38 213 546
39 214 538
40 220 554
41 221 555
42 222 550
43 223 547
44 224 558
