 0 1
0 000 249
1 001 248
2 002 255
3 003 243
4 004 239
5 010 238
6 011 237
7 012 239
8 013 243
9 014 243
10 020 243
11 021 242
12 022 240
13 023 240
14 024 240
15 100 237
16 101 242
17 102 246
18 103 240
19 104 242
20 110 242
21 111 241
22 112 242
23 113 246
24 114 243
25 120 241
26 121 245
27 122 244
28 123 249
29 124 240
30 200 242
31 201 249
32 202 245
33 203 246
34 204 247
35 210 240
36 211 240
37 212 244
38 213 246
39 214 247
40 220 249
41 221 253
42 222 249
43 223 246
44 224 246
