 0 1
0 000 881
1 001 874
2 002 874
3 003 869
4 004 873
5 010 868
6 011 874
7 012 877
8 013 876
9 014 883
10 020 882
11 021 884
12 022 881
13 023 882
14 024 878
15 100 882
16 101 885
17 102 886
18 103 889
19 104 884
20 110 886
21 111 892
22 112 889
23 113 889
24 114 885
25 120 886
26 121 884
27 122 886
28 123 884
29 124 886
30 200 888
31 201 889
32 202 885
33 203 888
34 204 886
35 210 884
36 211 890
37 212 888
38 213 889
39 214 889
40 220 897
41 221 895
42 222 883
43 223 878
44 224 880
