 0 1
0 200 0.3333
1 201 0.2861
2 202 0.2583
3 203 0.275
4 204 0.3417
5 210 0.1444
6 211 0.1722
7 212 0.1639
8 213 0.1278
9 214 0.175
10 220 0.7861
